instagram_handle,creator_name,region_focus,source_countries,followers,engagement_avg,engagement_rate,composite_score,ltk_shopmy_signal,source_urls,ltk_signal,shopmy_signal,signal_source,signal_last_checked,creator_type,style_archetype,price_tier,category_focus,audience_life_stage,commerce_readiness_score,influence_score,matchability_score,audience_fit_score,final_score,scoring_notes,scored_on
nikilovesu,Niki Taylor,US/CA,United States,619000,17270,0.027900,0.019290,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-new-york-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.93,5,0,6.93,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
laronlindsay,Laron Lindsay,US/CA,United States,75500,2201,0.029152,0.019136,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-san-diego-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.91,5,0,6.91,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
alhan.jo,Alhan Omar,Asia,United Arab Emirates,1000000,26200,0.026200,0.018862,Unknown,https://hypeauditor.com/top-instagram-fashion-united-arab-emirates/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,1.89,5,0,6.89,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
samantha.baio,Samantha Baio,US/CA,United States,91500,2608,0.028503,0.018741,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-san-diego-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.87,5,0,6.87,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
bonjovi,Bon Jovi,US/CA,United States,2700000,57240,0.021200,0.018637,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-new-york-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,1.86,5,0,6.86,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
kaitlancollins,Kaitlan Collins,US/CA,United States,803700,20977,0.026101,0.018446,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-new-york-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.84,5,0,6.84,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
amber2920,Amber,US/CA,Canada,361500,9869,0.027300,0.018438,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-vancouver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.84,5,0,6.84,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
blueseasirasu07,Shirasu,Asia,Japan,976000,24700,0.025307,0.018236,Unknown,https://hypeauditor.com/top-instagram-fashion-japan/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.82,5,0,6.82,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
kahunde_doreen,Kahunde Doreen,US/CA,United States,105700,2896,0.027398,0.018045,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-boston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.80,5,0,6.80,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
styledby_juwon,Juwon park,US/CA,Canada,205600,5510,0.026800,0.017833,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-vancouver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.78,5,0,6.78,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
alexholleytv,Alex Holley,US/CA,United States,642500,16448,0.025600,0.017831,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-philadelphia-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.78,5,0,6.78,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
bustykary,Kary Bauer,US/CA,United States,198300,5295,0.026702,0.017756,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-philadelphia-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.78,5,0,6.78,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
caseytayler,Casey Tayler,US/CA,Canada,127300,3412,0.026803,0.017695,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-vancouver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.77,5,0,6.77,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
brizzlesworkoutplan_,The Multi Fitness entrepreneur,US/CA,United States,164300,4387,0.026701,0.017695,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-philadelphia-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,athleisure,mid,active,early_career,0,1.77,20,0,21.77,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
ashmorton,Ashley Morton,US/CA,United States,377300,9848,0.026101,0.017684,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-houston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.77,5,0,6.77,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
dancingdixit,Dancing Dixit,US/CA,Canada,19200,519,0.027031,0.017651,Unknown,https://www.upfluence.com/find-influencers/top-fashion-influencers-in-canada-to-follow-in-2024,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.77,5,0,6.77,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
noelleisflying,Noelle,US/CA,Canada,242500,6378,0.026301,0.017574,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-vancouver-fashion-instagram,Unknown,Unknown,Not Scanned,,publisher,classic,mid,mixed,aspirational,0,1.76,15,0,16.76,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
djemenes,EMENES,US/CA,Canada,54500,1461,0.026807,0.017568,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-vancouver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.76,5,0,6.76,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
emilyinyourbusiness,Emily Cassel Copeland,US/CA,United States,83500,2229,0.026695,0.017547,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-philadelphia-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,workwear,aspirational,0,1.75,10,0,11.75,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
punpun_sutatta,PunPun Sutatta Udomsilp,Asia,Thailand,8600000,28900,0.003360,0.017539,Unknown,https://hypeauditor.com/top-instagram-fashion-thailand/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,1.75,5,0,6.75,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
thewildsister,Missy,US/CA,United States,71700,1914,0.026695,0.017526,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-philadelphia-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.75,5,0,6.75,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
bethgoldfarb,Beth Goldfarb,US/CA,United States,90900,2418,0.026601,0.017498,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-boston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.75,5,0,6.75,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
kristinalitvinenko_,Kristina Lytvynenko,US/CA,United States,1000000,24000,0.024000,0.017426,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-miami-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,1.74,5,0,6.74,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
streetsnap.portrait,streetsnap.portrait,Asia,Hong Kong,262800,6800,0.025875,0.017332,Unknown,https://hypeauditor.com/top-instagram-fashion-hong-kong/,Unknown,Unknown,Not Scanned,,fashion_influencer,streetwear,mid,mixed,aspirational,0,1.73,15,0,16.73,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
officiallyseni,Seni Seni,US/CA,United States,887700,21127,0.023800,0.017095,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-new-york-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.71,5,0,6.71,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
deandretheegiant,DeAndre Upshaw,US/CA,United States,137300,3515,0.025601,0.016929,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-dallas-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.69,5,0,6.69,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
_dresswithdani,Danira,US/CA,United States,608900,14553,0.023900,0.016661,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-chicago-fashion-instagram-1,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.67,5,0,6.67,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
emilyloogman,Emily Miho Loogman Rethwill,US/CA,United States,240600,5943,0.024701,0.016526,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-san-diego-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.65,5,0,6.65,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
nychaa,Nuttanicha D.,Asia,Thailand,3700000,56200,0.015189,0.016501,Unknown,https://hypeauditor.com/top-instagram-fashion-thailand/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,1.65,5,0,6.65,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
ldonna,Donna Davis,US/CA,United States,188800,4663,0.024698,0.016431,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-houston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.64,5,0,6.64,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
moneybagg,MONEYBAGG YO,US/CA,United States,6800000,44200,0.006500,0.016371,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-houston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,bags,aspirational,0,1.64,10,0,11.64,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
nazjaa,nazjaa amour,US/CA,United States,256600,6235,0.024299,0.016292,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-atlanta-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.63,5,0,6.63,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
yung.planet,✮ ✮,US/CA,United States,655200,15004,0.022900,0.016091,Unknown,https://www.modash.io/find-influencers/united-states/fashion,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.61,5,0,6.61,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
elliotduprey,Elliot Duprey,US/CA,United States,216700,5179,0.023899,0.015960,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-chicago-fashion-instagram-1,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.60,5,0,6.60,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
mr.dubai2022,Yasser Mahmoud,Asia,United Arab Emirates,1000000,21700,0.021700,0.015925,Unknown,https://hypeauditor.com/top-instagram-fashion-united-arab-emirates/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,1.59,5,0,6.59,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
realadamrose,Adam Rose,US/CA,United States,8000000,20000,0.002500,0.015905,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,romantic,premium,mixed,aspirational,0,1.59,15,0,16.59,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
zarialinton,HERetha Franklin,US/CA,United States,156400,3722,0.023798,0.015786,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-philadelphia-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.58,5,0,6.58,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
ritupamnani,Ritu Pamnani,Asia,United Arab Emirates,724600,15900,0.021943,0.015591,Unknown,https://hypeauditor.com/top-instagram-fashion-united-arab-emirates/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.56,5,0,6.56,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
catalinaaristizabalh,CataBeauty&Wellness,US/CA,United States,1900000,35340,0.018600,0.015510,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-miami-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,1.55,5,0,6.55,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
noahcyrus,Noah Cyrus,US/CA,United States,5600000,45920,0.008200,0.015336,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-denver-fashion-instagram;https://infludata.com/rankings/top-20-influencer-united-states-of-america-phoenix-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,1.53,5,0,6.53,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
zoeydigiacomo,Zoey Di Giacomo,US/CA,United States,599800,13076,0.021801,0.015275,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-miami-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.53,5,0,6.53,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
mayavhenry,Maya V Henry,US/CA,Canada,59500,1382,0.023227,0.015240,Unknown,https://www.upfluence.com/find-influencers/top-fashion-influencers-in-canada-to-follow-in-2024,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,1.52,5,0,6.52,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
